	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words	opin_polarity
1515	2807_0	headphone mic jack front touch pad making touch pad hard use using headphones mic not mention laptop designed right handed person	headphone	4--13	-1	headphone pad pad	0.0
1516	838_0	the port secured motherboard happens see plug gone	motherboard	23--34	0	the port secured motherboard happens	1.0
1517	1845_0	even though i receipt front proving still 2 months left warranty	warranty	89--97	-1	left warranty	0.0
1518	1858_0	the touchpad extremely sensitive drawback	touchpad	4--12	-1	touchpad extremely sensitive drawback	0.0
1519	2919_0	i would not recommend anyone wanting notebook expecting performance desktop not meet expectations	performance	70--81	-1	performance desktop	0.0
1520	2684_0	good price	price	5--10	1	good price	1.0
1521	2296_0	you spend gobs money inefficient virus program needs updated every month constantly drains wallet	virus program	58--71	-1	inefficient virus program needs	0.0
1522	1497_1	the photobooth great program takes good pictures built camera	program	26--33	1	the photobooth great program takes	1.0
1523	2689_0	i dislike weight size cumbersome	weight	14--20	-1	weight size cumbersome	0.0
1524	1718_0	i eventually migration imac backup disc uses usb	imac backup disc	39--55	0	imac backup disc uses usb	0.0
1525	2993_0	it good speed plenty hard drive space	speed	12--17	1	good speed plenty	1.0
1526	2871_0	i always used tower home pc jumped laptop satisfied performance	performance	98--109	1	jumped laptop satisfied performance	1.0
1527	3042_0	hard disk the new editions gives hard disk space 500gb instead 320gb time taught never trust internal hard disk	hard disk	0--9	0	hard disk gives hard disk taught trust internal hard disk	1.0
1528	445_0	battery life could better overall price toshiba reputation laptops great	battery life	0--12	-1	battery life better overall price laptops great	1.0
1529	1283_1	however girlfriend realized netbook hinge bit loose open close lcd	lcd	100--103	0	hinge lcd	0.0
1530	2492_0	amazing quality	quality	8--15	1	amazing quality	1.0
1531	1493_0	iphoto probably best program i ever worked easy convenient	iphoto	4--10	1	iphoto program	0.0
1532	2939_1	this laptop great price sleek look	look	45--49	1	laptop great sleek look	1.0
1533	108_2	it started randomly ceasing charge plugged mousing battery icon would read example 74% plugged not charging requiring unplug plug back several times get charge	charge	231--237	0	randomly ceasing charge plugged plugged get charge	0.0
1534	391_3	i paid extra memory 17 inch screen well top line dvd cd burners	cd burners	87--97	1	screen top line dvd cd burners	1.0
1535	1068_3	i reloaded windows 7 ultimate bluetooth fingerprint reader software would not load	software	78--86	-1	ultimate bluetooth fingerprint reader software	0.0
1536	350_1	also keyboard not light unless sitting room light cant see anything thats bad boyfriend tends watch tv dark night leaves no way seeing keyboard	keyboard	229--237	-1	also keyboard not light light way seeing keyboard	0.0
1537	3078_0	i3 processor seem run hot fan rarely turns	i3 processor	4--16	1	i3 processor seem	0.0
1538	2654_0	other great performing machine well meets needs	performing	28--38	1	other great performing machine	1.0
1539	2290_0	i love dock i simply drop file onto particular program program simply open file	dock	11--15	1	dock drop	-1.0
1540	1895_0	overall i feel netbook poor quality poor performance although great battery life work	quality	37--44	-1	feel netbook poor quality poor performance work	-1.0
1541	2718_0	i owned laptop less two months already mouse button broke	mouse button	61--73	-1	mouse button broke	-1.0
1542	907_0	the people frustrating work product cheaply made accessories less satisfactory	accessories	90--101	-1	frustrating work accessories less satisfactory	-1.0
1543	333_0	it graphics bad lower end macbook pro spectrum easily capable running starcraft ii games comparable graphics	graphics	5--13	1	it graphics bad end spectrum easily capable running comparable graphics	1.0
1544	344_0	it bein shop get new hardrive 2 times fix touch control buttons keyboard	hardrive	39--47	-1	new hardrive times fix	0.0
1545	2671_0	8 years ago i hope quality changed	quality	41--48	-1	quality changed	0.0
1546	1783_1	it easy use great screen quality every light weight	use	14--17	1	it easy use great quality light weight	1.0
1547	1487_0	my macbook pro works like dream never overheated even slightly warm matter	works	15--20	1	pro works dream	1.0
1548	488_0	but paid bluetooth none	bluetooth	20--29	-1	paid bluetooth	0.0
1549	1047_2	4 ram slots 2 hdd bays 16gb ram support no wireless issues least	16gb ram support	27--43	0	ram slots bays ram support issues least	1.0
1550	2422_0	i need graphic power run adobe creative apps efficiently	graphic power	7--20	0	graphic power run	0.0
1551	2271_1	we upgraded memory four gigabytes order take advantage performance increase speed	speed	98--103	1	take advantage performance increase speed	1.0
1552	1180_0	after sending documents via email recipients tell could not open documents came gibberish i broke spent another $100 get microsoft word mac	microsoft word mac	180--202	0	get microsoft word mac	0.0
1553	1874_0	i feel poorly put together different plastic pieces would come	plastic pieces	74--88	-1	different plastic pieces come	0.0
1554	1485_1	this purchase opened world macbooks i impressed intuition design beauty product excellent technological advances associated	beauty	107--113	1	beauty product	1.0
1555	1086_1	either the computer is too slow to detect the keys typed this is unlikely as i am a slow typist or the keyboard simply does not detect the keys being typed	keyboard	105--113	-1	keys keyboard keys	0.0
1556	354_1	the system constantly overheats battery life short case coming apart core applications i use every day work graphic artist run poorly	case	68--72	-1	case coming	0.0
1557	2088_0	the sound bit quiet plane easily overcome decent pair head phones	sound	4--9	-1	sound bit	0.0
1558	2388_0	really like textured surface shows no fingerprints	surface	25--32	1	like textured surface shows	1.0
1559	2863_1	the price features met needs	features	14--22	1	the price features met	0.0
1560	969_0	the biggest problem box no instructions	instructions	43--55	-1	box no instructions	-1.0
1561	235_1	the screen bright clear operating system solid friendly novice	operating system	36--52	1	screen bright clear operating system solid friendly novice	1.0
1562	532_0	all i say two grand less expensive much better quality hunk crap vaio	quality	83--90	1	quality vaio	0.0
1563	2962_3	this likely due poor grounding isolation components i hoping fixed ground loop isolator i still expected better product quality price range	quality	176--183	-1	quality range	0.0
1564	2075_1	i first time mac buyer amazed features ease use mac offers	use	64--67	1	i first time buyer use offers	0.0
1565	2807_5	headphone mic jack front touch pad making touch pad hard use using headphones mic not mention laptop designed right handed person	mic	108--111	-1	headphone mic pad pad using headphones mic	0.0
1566	1924_0	in november computer messed entirely power installing windows update i hd flashed lost everything including school assignments irreplaceable pictures digital format several things update installed reason i unable roll back drivers everything earlier working condition update installed deleted history	hd	116--118	-1	hd flashed	0.0
1567	2470_2	its ease use top service apple phone assistance bellying genius bar cannot beat	phone assistance	60--76	1	apple phone assistance bellying beat	0.0
1568	2246_1	it many great programs ilife iphotos others	ilife	36--41	1	many great programs ilife	1.0
1569	237_1	i iworks itunes email ms office network printers set completely working perfectly within hour	itunes	17--23	1	itunes office	0.0
1570	158_0	i actually believe issue nvidia grafts card still requires return	nvidia grafts card	40--59	-1	issue nvidia grafts card requires	0.0
1571	1322_2	so i supposed the lg service center cannot provide service called service center	service	75--82	-1	service center provide service service center	0.0
1572	2329_0	while highly rated would i like i tried keyboard store seemed ok	keyboard	56--64	0	keyboard store	0.0
1573	2948_0	the thing battery last 1 2 hour	battery	27--34	-1	the thing battery last	0.0
1574	2181_1	three mac book advantages pcs linux based os problems system performance comes mac	linux based os	50--64	-1	three mac book advantages pcs linux based os problems mac	-1.0
1575	505_1	they sent box right away send computer paid postage whatnot i got computer back still running right cd drive reading anything	running	143--150	-1	right still running right	0.0
1576	1105_0	after 20 30 min screen notebook switched	screen	20--26	-1	screen notebook	0.0
1577	2867_0	it easy use features speed power i could ask	features	19--27	1	features speed	0.0
1578	510_0	they sent sony certified technician	sony certified technician	16--43	0	sent sony certified technician	0.0
1579	945_1	again i sent back replaced motherboard fan inside	fan	66--69	0	replaced motherboard fan	1.0
1580	756_0	pc never worked right even bios fixed	bios	33--37	-1	worked right even bios fixed	0.0
1581	909_0	apparently screen 2 little screws screen gets moved back forth come loose	screen	21--27	0	screen 2 little screws screen gets moved	-1.0
1582	141_0	called acer many times want pay shipping ship repair center i disappointed since brand new computer	shipping	48--56	-1	pay shipping center	-1.0
1583	2600_0	after two pc laptops die past 3 years i led apple display best buy sleek design promise less tech issues	design	114--120	1	sleek design promise	1.0
1584	1171_0	i chose ibookg4 laptop attractive computer large screen big enough please anyone	screen	74--80	1	ibookg4 laptop attractive computer large screen big enough please	1.0
